order_id,order_delta_hour_t-1,order_delta_hour_t-2,order_delta_hour_t-3
1470010,2.0,4.0,6.0
2806584,-5.0,-3.0,-1.0
1445200,2.0,-3.0,-1.0
97691,-2.0,0.0,-5.0
48649,0.0,-2.0,0.0
521213,,,
848361,3.0,,
2428422,-2.0,1.0,
1412116,-1.0,-3.0,0.0
2185666,2.0,1.0,-1.0
2074191,-2.0,0.0,-1.0
1694907,2.0,0.0,2.0
3097813,-4.0,-2.0,-4.0
1760861,1.0,-3.0,-1.0
2552449,1.0,2.0,-2.0
1040436,-1.0,0.0,1.0
1508334,-1.0,-2.0,-1.0
1110465,3.0,2.0,1.0
25280,1.0,4.0,3.0
2878557,-1.0,0.0,3.0
2573825,0.0,-1.0,0.0
2256491,0.0,0.0,-1.0
1901319,2.0,2.0,2.0
3081018,0.0,2.0,2.0
3122906,-2.0,-2.0,0.0
361418,0.0,-2.0,-2.0
2516998,-1.0,-1.0,-3.0
2316675,,,
516928,4.0,,
380118,6.0,10.0,
1041262,-1.0,5.0,9.0
3375603,-20.0,-21.0,-15.0
643434,17.0,-3.0,-4.0
3091016,1.0,18.0,-2.0
1658799,1.0,2.0,19.0
2128174,-2.0,-1.0,0.0
320274,-17.0,-19.0,-18.0
1484421,17.0,0.0,-2.0
957726,1.0,18.0,1.0
1955804,-2.0,-1.0,16.0
170875,2.0,0.0,1.0
1689295,0.0,2.0,0.0
2306860,-18.0,-18.0,-16.0
3106760,12.0,-6.0,-6.0
2533623,5.0,17.0,-1.0
937956,-4.0,1.0,13.0
873992,3.0,-1.0,4.0
1339206,0.0,3.0,-1.0
2898643,-2.0,-2.0,1.0
3112289,1.0,-1.0,-1.0
368889,2.0,3.0,1.0
1072803,-17.0,-15.0,-14.0
2304406,10.0,-7.0,-5.0
422168,,,
3132745,1.0,,
1741295,-1.0,0.0,
1216165,4.0,3.0,4.0
332321,-4.0,0.0,-1.0
1253668,,,
1334611,-1.0,,
2615865,-2.0,-3.0,
324888,3.0,1.0,0.0
3229240,-1.0,2.0,0.0
969100,-1.0,-2.0,1.0
1650784,3.0,2.0,1.0
1432312,,,
2407657,20.0,,
2388541,-11.0,9.0,
2088691,9.0,-2.0,18.0
919639,-7.0,2.0,-9.0
2796375,,,
3173770,-1.0,,
1811962,7.0,6.0,
1402983,-6.0,1.0,0.0
2147067,7.0,1.0,8.0
274392,-6.0,1.0,-5.0
2127320,,,
1336518,-4.0,,
2674736,4.0,0.0,
2167610,1.0,5.0,1.0
376322,-4.0,-3.0,1.0
1114218,3.0,-1.0,0.0
3311566,-1.0,2.0,-2.0
202474,0.0,-1.0,2.0
1125814,-6.0,-6.0,-7.0
47268,,,
165711,-1.0,,
2763601,4.0,3.0,
1436171,1.0,5.0,4.0
2524037,-2.0,-1.0,3.0
1801456,1.0,-1.0,0.0
1854560,-7.0,-6.0,-8.0
2517108,6.0,-1.0,0.0
1990370,-1.0,5.0,-2.0
3004258,-6.0,-7.0,-1.0
740806,1.0,-5.0,-6.0
1068621,1.0,2.0,-4.0
2906181,-2.0,-1.0,0.0
573384,8.0,6.0,7.0
2210849,-4.0,4.0,2.0
1873076,,,
3163604,9.0,,
2760550,0.0,9.0,
1030638,-7.0,-7.0,2.0
2300149,7.0,0.0,0.0
1060752,-15.0,-8.0,-15.0
1517809,11.0,-4.0,3.0
1546914,-2.0,9.0,-6.0
1897423,1.0,-1.0,10.0
1142835,1.0,2.0,0.0
1694171,5.0,6.0,7.0
2445259,-12.0,-7.0,-6.0
1251314,-3.0,-15.0,-10.0
520075,14.0,11.0,-1.0
93920,-9.0,5.0,2.0
699210,-6.0,-15.0,-1.0
84959,7.0,1.0,-8.0
1144434,-1.0,6.0,0.0
3161295,-5.0,-6.0,1.0
503813,5.0,0.0,-1.0
2196270,7.0,12.0,7.0
3186125,-6.0,1.0,6.0
1676483,0.0,-6.0,1.0
2157039,-6.0,-6.0,-12.0
825546,5.0,-1.0,-1.0
144582,-5.0,0.0,-6.0
650743,4.0,-1.0,4.0
1200438,-2.0,2.0,-3.0
1836290,6.0,4.0,8.0
1591831,-9.0,-3.0,-5.0
2024818,1.0,-8.0,-2.0
2161521,,,
2951349,-5.0,,
182699,-3.0,-8.0,
3304684,9.0,6.0,1.0
1688743,1.0,10.0,7.0
19123,-9.0,-8.0,1.0
2697688,1.0,-8.0,-7.0
543508,3.0,4.0,-5.0
2188461,1.0,4.0,5.0
1407365,0.0,1.0,4.0
162529,-5.0,-5.0,-4.0
2861406,,,
1745306,-18.0,,
1748540,18.0,0.0,
1212723,4.0,22.0,4.0
3311032,-8.0,-4.0,14.0
344549,-2.0,-10.0,-6.0
159068,3.0,1.0,-7.0
821381,-1.0,2.0,0.0
2004395,8.0,7.0,10.0
1800949,-10.0,-2.0,-3.0
298821,8.0,-2.0,6.0
1279841,-2.0,6.0,-4.0
2180577,-1.0,-3.0,5.0
2092816,-17.0,-18.0,-20.0
2459227,18.0,1.0,0.0
292706,-2.0,16.0,-1.0
1358520,1.0,-1.0,17.0
2552160,-2.0,-1.0,-3.0
54931,4.0,2.0,3.0
2921772,-8.0,-4.0,-6.0
1168454,6.0,-2.0,2.0
3169044,3.0,9.0,1.0
1671131,0.0,3.0,9.0
1850267,-8.0,-8.0,-5.0
2808500,10.0,2.0,2.0
2354510,-5.0,5.0,-3.0
1232600,0.0,-5.0,5.0
2669992,0.0,0.0,-5.0
1305542,0.0,0.0,0.0
450123,,,
563772,-1.0,,
316832,4.0,3.0,
1037560,-11.0,-7.0,-8.0
1845191,8.0,-3.0,1.0
1384986,-5.0,3.0,-8.0
890687,3.0,-2.0,6.0
908448,0.0,3.0,-2.0
1374273,,,
1894276,-4.0,,
2207998,7.0,3.0,
2582512,-1.0,6.0,2.0
2233313,5.0,4.0,11.0
2355697,-13.0,-8.0,-9.0
1293194,6.0,-7.0,-2.0
2828551,6.0,12.0,-1.0
155398,-3.0,3.0,9.0
2276614,-2.0,-5.0,1.0
1438756,-4.0,-6.0,-9.0
332764,1.0,-3.0,-5.0
894012,5.0,6.0,2.0
1774474,,,
2679032,-1.0,,
1819910,6.0,5.0,
1008877,0.0,6.0,5.0
16086,-13.0,-13.0,-7.0
774876,8.0,-5.0,-5.0
9294,-2.0,6.0,-7.0
1250756,,,
1535067,3.0,,
2495867,0.0,3.0,
1603508,5.0,5.0,8.0
2883300,2.0,7.0,7.0
1879091,-7.0,-5.0,0.0
1036074,,,
3005928,-1.0,,
2657196,2.0,1.0,
2968532,12.0,14.0,13.0
1308569,,,
1830326,6.0,,
1989276,4.0,10.0,
3042594,-4.0,0.0,6.0
545623,3.0,-1.0,3.0
2981729,-8.0,-5.0,-9.0
1424779,2.0,-6.0,-3.0
1698353,0.0,2.0,-6.0
509833,,,
1344822,7.0,,
3086329,-10.0,-3.0,
2138651,0.0,-10.0,-3.0
2073124,2.0,2.0,-8.0
3088787,3.0,5.0,5.0
68217,1.0,4.0,6.0
1473962,-5.0,-4.0,-1.0
3291483,,,
2180091,-7.0,,
3029840,5.0,-2.0,
2019804,1.0,6.0,-1.0
1458823,3.0,4.0,9.0
323021,-6.0,-3.0,-2.0
2281819,1.0,-5.0,-2.0
2916443,3.0,4.0,-2.0
2967219,,,
2375873,-3.0,,
1255283,-4.0,-7.0,
1314987,2.0,-2.0,-5.0
1882945,3.0,5.0,1.0
1198091,-1.0,2.0,4.0
3348746,0.0,-1.0,2.0
910269,2.0,2.0,1.0
304318,-1.0,1.0,1.0
2805477,4.0,3.0,5.0
3288352,1.0,5.0,4.0
3054776,-7.0,-6.0,-2.0
739750,-1.0,-8.0,-7.0
29249,3.0,2.0,-5.0
3295647,-3.0,0.0,-1.0
515154,-2.0,-5.0,-2.0
634460,3.0,1.0,-2.0
971134,-3.0,0.0,-2.0
58711,2.0,-1.0,2.0
706118,-2.0,0.0,-3.0
3284590,12.0,10.0,12.0
2665017,-7.0,5.0,3.0
2164572,-5.0,-12.0,0.0
2169428,5.0,0.0,-7.0
2909297,-5.0,0.0,-5.0
32108,10.0,5.0,10.0
2844609,-9.0,1.0,-4.0
2713044,10.0,1.0,11.0
1978865,-9.0,1.0,-8.0
1759931,4.0,-5.0,5.0
1693756,-8.0,-4.0,-13.0
381688,3.0,-5.0,-1.0
3229062,10.0,13.0,5.0
723927,-5.0,5.0,8.0
2306363,-5.0,-10.0,0.0
386585,0.0,-5.0,-10.0
1052467,5.0,5.0,0.0
1718842,-8.0,-3.0,-3.0
1694439,7.0,-1.0,4.0
1945991,-5.0,2.0,-6.0
1807474,0.0,-5.0,2.0
1112858,-3.0,-3.0,-8.0
1471144,4.0,1.0,1.0
125235,2.0,6.0,3.0
2198321,,,
868986,-7.0,,
2215553,-15.0,-22.0,
1483675,9.0,-6.0,-13.0
2704742,,,
517241,-1.0,,
2360865,-1.0,-2.0,
871118,1.0,0.0,-1.0
1125345,-2.0,-1.0,-2.0
2082807,8.0,6.0,7.0
1367357,-7.0,1.0,-1.0
2751834,2.0,-5.0,3.0
1739457,-3.0,-1.0,-8.0
497615,2.0,-1.0,1.0
1307135,0.0,2.0,-1.0
1657716,1.0,1.0,3.0
1069408,-3.0,-2.0,-2.0
2422725,,,
235560,13.0,,
234967,-1.0,12.0,
2976906,-4.0,-5.0,8.0
19045,11.0,7.0,6.0
3374013,-14.0,-3.0,-7.0
2843811,13.0,-1.0,10.0
2595408,-5.0,8.0,-6.0
2207466,-7.0,-12.0,1.0
3176314,14.0,7.0,2.0
61065,-15.0,-1.0,-8.0
70279,-7.0,-22.0,-8.0
1130338,7.0,0.0,-15.0
2343494,11.0,18.0,11.0
3191306,-18.0,-7.0,0.0
3313016,9.0,-9.0,2.0
1764462,-2.0,7.0,-11.0
1699010,2.0,0.0,9.0
437466,-3.0,-1.0,-3.0
1264146,16.0,13.0,15.0
1374624,-15.0,1.0,-2.0
2624138,3.0,-12.0,4.0
2694360,,,
87845,0.0,,
1937483,0.0,0.0,
86174,-11.0,-11.0,-11.0
2075183,8.0,-3.0,-3.0
3267499,10.0,18.0,7.0
1386726,-6.0,4.0,12.0
1469254,-2.0,-8.0,2.0
2922535,1.0,-1.0,-7.0
1465451,-2.0,-1.0,-3.0
877971,6.0,4.0,5.0
2006643,4.0,10.0,8.0
984637,-7.0,-3.0,3.0
1840852,2.0,-5.0,-1.0
82727,-2.0,0.0,-7.0
2168238,,,
1914733,7.0,,
598197,1.0,8.0,
819042,0.0,1.0,8.0
1406134,-9.0,-9.0,-8.0
3099795,6.0,-3.0,-3.0
2629300,3.0,9.0,0.0
761124,,,
2373638,-1.0,,
1844512,-2.0,-3.0,
115658,-2.0,-4.0,-5.0
2906709,0.0,-2.0,-4.0
921891,-1.0,-1.0,-3.0
426283,5.0,4.0,4.0
86538,-2.0,3.0,2.0
650162,1.0,-1.0,4.0
1932572,-1.0,0.0,-2.0
2671424,-1.0,-2.0,-1.0
2619370,1.0,0.0,-1.0
2882556,3.0,4.0,3.0
1296740,-7.0,-4.0,-3.0
1764244,0.0,-7.0,-4.0
162681,1.0,1.0,-6.0
337107,0.0,1.0,1.0
2994102,,,
1202884,-2.0,,
1654650,3.0,1.0,
520085,0.0,3.0,1.0
3246719,-4.0,-4.0,-1.0
941202,1.0,-3.0,-3.0
1139147,1.0,2.0,-2.0
463153,0.0,1.0,2.0
446569,0.0,0.0,1.0
2137526,-4.0,-4.0,-4.0
2365823,5.0,1.0,1.0
1105014,-3.0,2.0,-2.0
15772,5.0,2.0,7.0
817488,4.0,9.0,6.0
1090410,-10.0,-6.0,-1.0
751015,1.0,-9.0,-5.0
1896336,-1.0,0.0,-10.0
1517109,2.0,1.0,2.0
160908,-1.0,1.0,0.0
2531744,0.0,-1.0,1.0
534894,-1.0,-1.0,-2.0
1988248,1.0,0.0,0.0
2871505,,,
3413609,-2.0,,
1584618,1.0,-1.0,
1250142,2.0,3.0,1.0
381851,-6.0,-4.0,-3.0
863745,7.0,1.0,3.0
2399039,-2.0,5.0,-1.0
3110690,-3.0,-5.0,2.0
263782,,,
303129,2.0,,
2541150,0.0,2.0,
542600,-4.0,-4.0,-2.0
1828664,2.0,-2.0,-2.0
1688687,-6.0,-4.0,-8.0
2744857,21.0,15.0,17.0
1294519,-3.0,18.0,12.0
1913610,-6.0,-9.0,12.0
571017,5.0,-1.0,-4.0
353582,-14.0,-9.0,-15.0
2591079,,,
1208608,9.0,,
2424732,-10.0,-1.0,
572402,2.0,-8.0,1.0
2802978,-4.0,-2.0,-12.0
2087740,11.0,7.0,9.0
2808765,2.0,13.0,9.0
1910656,-4.0,-2.0,9.0
1789059,-7.0,-11.0,-9.0
3238482,-1.0,-8.0,-12.0
2189006,4.0,3.0,-4.0
1681835,3.0,7.0,6.0
458708,-6.0,-3.0,1.0
2411003,0.0,-6.0,-3.0
2180907,3.0,3.0,-3.0
1194986,-1.0,2.0,2.0
2420800,5.0,4.0,7.0
2804272,-2.0,3.0,2.0
550346,-6.0,-8.0,-3.0
2998384,2.0,-4.0,-6.0
657045,4.0,6.0,0.0
2359463,0.0,4.0,6.0
2099330,-5.0,-5.0,-1.0
246415,1.0,-4.0,-4.0
2728806,8.0,9.0,4.0
1315877,-3.0,5.0,6.0
2889527,,,
1835283,5.0,,
1383419,0.0,5.0,
1399037,-5.0,-5.0,0.0
526090,1.0,-4.0,-4.0
678519,5.0,6.0,1.0
2050090,-4.0,1.0,2.0
1391162,-1.0,-5.0,0.0
1704079,0.0,-1.0,-5.0
2103267,1.0,1.0,0.0
2608485,-1.0,0.0,0.0
347370,-1.0,-2.0,-1.0
2590354,4.0,3.0,2.0
1738516,4.0,8.0,7.0
1970474,-7.0,-3.0,1.0
1230649,2.0,-5.0,-1.0
1461353,-2.0,0.0,-7.0
1394875,0.0,-2.0,0.0
2022050,7.0,7.0,5.0
826424,-7.0,0.0,0.0
1250127,-1.0,-8.0,-1.0
937045,-1.0,-2.0,-9.0
3217566,8.0,7.0,6.0
2277168,,,
672147,2.0,,
1146703,3.0,5.0,
494672,-3.0,0.0,2.0
1578259,-1.0,-4.0,-1.0
792327,2.0,1.0,-2.0
2320581,-5.0,-3.0,-4.0
1454354,5.0,0.0,2.0
1313243,1.0,6.0,1.0
2092310,-2.0,-1.0,4.0
2806689,1.0,-1.0,0.0
1244922,-5.0,-4.0,-6.0
1312065,0.0,-5.0,-4.0
107942,4.0,4.0,-1.0
29355,-1.0,3.0,3.0
496427,1.0,0.0,4.0
1083153,4.0,5.0,4.0
1152460,-2.0,2.0,3.0
140188,-3.0,-5.0,-1.0
3397511,3.0,0.0,-2.0
1342863,-7.0,-4.0,-7.0
364067,3.0,-4.0,-1.0
3112070,4.0,7.0,0.0
2812208,1.0,5.0,8.0
1943700,-3.0,-2.0,2.0
1547496,1.0,-2.0,-1.0
3409522,1.0,2.0,-1.0
1407394,-1.0,0.0,1.0
1324865,-1.0,-2.0,-1.0
2967204,1.0,0.0,-1.0
1525944,0.0,1.0,0.0
314026,-8.0,-8.0,-7.0
164530,,,
927684,-6.0,,
1916886,-4.0,-10.0,
1721614,5.0,1.0,-5.0
564966,0.0,5.0,1.0
3005298,-11.0,-11.0,-6.0
2759500,12.0,1.0,1.0
162612,-2.0,10.0,-1.0
1860825,,,
2342047,2.0,,
2136240,-4.0,-2.0,
745503,4.0,0.0,2.0
842216,-8.0,-4.0,-8.0
3407301,-1.0,-9.0,-5.0
2088048,0.0,-1.0,-9.0
1590743,15.0,15.0,14.0
1655347,-1.0,14.0,14.0
651950,-6.0,-7.0,8.0
685642,-2.0,-8.0,-9.0
3262823,,,
2282036,10.0,,
2049217,-13.0,-3.0,
15957,14.0,1.0,11.0
2342781,-5.0,9.0,-4.0
1641489,1.0,-4.0,10.0
3144918,-6.0,-5.0,-10.0
274198,1.0,-5.0,-4.0
3400105,,,
2111416,4.0,,
3132915,1.0,5.0,
2740210,-1.0,0.0,4.0
1421976,-1.0,-2.0,-1.0
1898494,-3.0,-4.0,-5.0
3331125,0.0,-3.0,-4.0
2382118,-3.0,-3.0,-6.0
3109229,8.0,5.0,5.0
150049,0.0,8.0,5.0
434490,3.0,3.0,11.0
109872,-2.0,1.0,1.0
1632446,-5.0,-7.0,-4.0
2765446,0.0,-5.0,-7.0
3011066,2.0,2.0,-3.0
2124615,7.0,9.0,9.0
2085229,-6.0,1.0,3.0
2511945,1.0,-5.0,2.0
1846254,3.0,4.0,-2.0
933287,-8.0,-5.0,-4.0
1335409,2.0,-6.0,-3.0
363454,0.0,2.0,-6.0
1753310,3.0,3.0,5.0
1730090,-3.0,0.0,0.0
356715,-1.0,-4.0,-1.0
780395,0.0,-1.0,-4.0
3307696,-3.0,-3.0,-4.0
463110,9.0,6.0,6.0
2831426,-4.0,5.0,2.0
1512364,,,
655798,0.0,,
1014704,-1.0,-1.0,
1890903,-3.0,-4.0,-4.0
2220101,4.0,1.0,0.0
1173053,-1.0,3.0,0.0
717551,-1.0,-2.0,2.0
1486446,2.0,1.0,0.0
270760,1.0,3.0,2.0
1619842,-1.0,0.0,2.0
1132139,1.0,0.0,1.0
1087693,1.0,2.0,1.0
138977,-3.0,-2.0,-1.0
221591,-5.0,-8.0,-7.0
521464,3.0,-2.0,-5.0
2850788,4.0,7.0,2.0
2018314,-4.0,0.0,3.0
1024307,0.0,-4.0,0.0
578514,-2.0,-2.0,-6.0
2247916,5.0,3.0,3.0
218083,-3.0,2.0,0.0
1984163,-2.0,-5.0,0.0
2662920,1.0,-1.0,-4.0
1191820,-1.0,0.0,-2.0
904362,3.0,2.0,3.0
189279,-4.0,-1.0,-2.0
1100611,4.0,0.0,3.0
430230,0.0,4.0,0.0
253053,,,
3272392,1.0,,
3392892,0.0,1.0,
964976,2.0,2.0,3.0
2098501,-14.0,-12.0,-12.0
2621023,5.0,-9.0,-7.0
3228428,-2.0,3.0,-11.0
1169373,3.0,1.0,6.0
1625456,-2.0,1.0,-1.0
2629868,1.0,-1.0,2.0
1370798,4.0,5.0,3.0
183490,,,
1176149,2.0,,
2007792,-3.0,-1.0,
3327047,10.0,7.0,9.0
2316300,-6.0,4.0,1.0
1578111,3.0,-3.0,7.0
2870470,-5.0,-2.0,-8.0
3333581,7.0,2.0,5.0
1724861,0.0,7.0,2.0
2415932,-1.0,-1.0,6.0
2618520,5.0,4.0,4.0
422172,-1.0,4.0,3.0
438816,-6.0,-7.0,-2.0
3262044,-1.0,-7.0,-8.0
1710029,0.0,-1.0,-7.0
273137,3.0,3.0,2.0
2168357,-1.0,2.0,2.0
3188310,6.0,5.0,8.0
1971203,-6.0,0.0,-1.0
1563410,-4.0,-10.0,-4.0
1937057,2.0,-2.0,-8.0
1990670,3.0,5.0,1.0
2189239,0.0,3.0,5.0
2290989,-5.0,-5.0,-2.0
1660753,10.0,5.0,5.0
1132438,-10.0,0.0,-5.0
78242,-2.0,-12.0,-2.0
1910249,3.0,1.0,-9.0
2820386,6.0,9.0,7.0
1446065,,,
1904327,-7.0,,
1858546,-5.0,-12.0,
988300,10.0,5.0,-2.0
1822387,-7.0,3.0,-2.0
2757633,,,
2968551,0.0,,
2508565,-1.0,-1.0,
2221659,0.0,-1.0,-1.0
257238,5.0,5.0,4.0
373795,,,
2852416,8.0,,
245825,2.0,10.0,
147679,-9.0,-7.0,1.0
1853978,0.0,-9.0,-7.0
1369027,4.0,4.0,-5.0
2246156,-5.0,-1.0,-1.0
1046534,3.0,-2.0,2.0
2878540,,,
1562625,1.0,,
3293110,-1.0,0.0,
2708876,3.0,2.0,3.0
2931385,7.0,10.0,9.0
51848,,,
2778236,2.0,,
662219,-5.0,-3.0,
2497902,2.0,-3.0,-1.0
450171,1.0,3.0,-2.0
2794062,,,
186113,1.0,,
3338136,2.0,3.0,
2579379,-4.0,-2.0,-1.0
694336,3.0,-1.0,1.0
1370585,,,
1404785,5.0,,
2044965,-1.0,4.0,
2854984,-1.0,-2.0,3.0
155752,-2.0,-3.0,-4.0
2764376,1.0,-1.0,-2.0
1362063,-1.0,0.0,-2.0
1123277,3.0,2.0,3.0
737453,0.0,3.0,2.0
1890639,-1.0,-1.0,2.0
91242,-2.0,-3.0,-3.0
340643,-1.0,-3.0,-4.0
106482,2.0,1.0,-1.0
2492619,-1.0,1.0,0.0
1728144,3.0,2.0,4.0
1987314,-1.0,2.0,1.0
1014040,0.0,-1.0,2.0
3043644,-3.0,-3.0,-4.0
1321472,13.0,10.0,10.0
1778453,-11.0,2.0,-1.0
18606,-1.0,-12.0,1.0
2384416,0.0,-1.0,-12.0
1990269,0.0,0.0,-1.0
3061175,3.0,3.0,3.0
2867387,-2.0,1.0,1.0
2831230,2.0,0.0,3.0
2242609,-2.0,0.0,-2.0
3291974,0.0,-2.0,0.0
2783930,0.0,0.0,-2.0
221726,-2.0,-2.0,-2.0
3036671,1.0,-1.0,-1.0
143383,3.0,4.0,2.0
2225904,,,
680860,3.0,,
1432398,-5.0,-2.0,
3390215,1.0,-4.0,-1.0
2658518,0.0,1.0,-4.0
1129156,0.0,0.0,1.0
1268543,7.0,7.0,7.0
1370419,-21.0,-14.0,-14.0
1084615,,,
2845049,-6.0,,
3388632,3.0,-3.0,
1804639,1.0,4.0,-2.0
508029,0.0,1.0,4.0
680627,2.0,2.0,3.0
1687337,0.0,2.0,2.0
2178708,6.0,6.0,8.0
1267431,-7.0,-1.0,-1.0
2768609,4.0,-3.0,3.0
2053231,-8.0,-4.0,-11.0
2435588,8.0,0.0,4.0
3104263,1.0,9.0,1.0
2701737,-2.0,-1.0,7.0
2157361,3.0,1.0,2.0
611336,-10.0,-7.0,-9.0
2858961,8.0,-2.0,1.0
983071,-5.0,3.0,-7.0
3009452,0.0,-5.0,3.0
618472,5.0,5.0,0.0
1482851,2.0,7.0,7.0
2386430,1.0,3.0,8.0
801214,-5.0,-4.0,-2.0
2611116,-1.0,-6.0,-5.0
2836533,-3.0,-4.0,-9.0
1174952,-1.0,-4.0,-5.0
564196,2.0,1.0,-2.0
3314760,7.0,9.0,8.0
72339,-1.0,6.0,8.0
2871833,-9.0,-10.0,-3.0
1005028,,,
1777272,0.0,,
960211,0.0,0.0,
2782420,-1.0,-1.0,-1.0
674622,,,
1053738,-8.0,,
296418,2.0,-6.0,
2722302,5.0,7.0,-1.0
2289643,-5.0,0.0,2.0
3191160,1.0,-4.0,1.0
1322515,-1.0,0.0,-5.0
2045224,2.0,1.0,2.0
3097908,,,
1736594,-1.0,,
1365887,0.0,-1.0,
464313,-1.0,-1.0,-2.0
203589,0.0,-1.0,-1.0
2940359,2.0,2.0,1.0
2562584,1.0,3.0,3.0
1147856,2.0,3.0,5.0
1609845,-3.0,-1.0,0.0
3270192,1.0,-2.0,0.0
2315312,-1.0,0.0,-3.0
2940289,3.0,2.0,3.0
3091053,-5.0,-2.0,-3.0
1304090,1.0,-4.0,-1.0
180781,0.0,1.0,-4.0
2130405,-1.0,-1.0,0.0
1094007,1.0,0.0,0.0
1808649,1.0,2.0,1.0
2018428,4.0,5.0,6.0
2987408,0.0,4.0,5.0
2730068,-5.0,-5.0,-1.0
1201142,0.0,-5.0,-5.0
2644671,1.0,1.0,-4.0
2959577,-1.0,0.0,0.0
1995018,4.0,3.0,4.0
15665,-2.0,2.0,1.0
347747,1.0,-1.0,3.0
519675,3.0,4.0,2.0
2703612,-3.0,0.0,1.0
938506,1.0,-2.0,1.0
1504594,-2.0,-1.0,-4.0
1523574,0.0,-2.0,-1.0
1430629,1.0,1.0,-1.0
2668675,-1.0,0.0,0.0
2306294,1.0,0.0,1.0
2371499,0.0,1.0,0.0
1753956,-1.0,-1.0,0.0
765626,1.0,0.0,0.0
1086042,-1.0,0.0,-1.0
3375218,-2.0,-3.0,-2.0
2634720,3.0,1.0,0.0
2626256,0.0,3.0,1.0
1803799,-1.0,-1.0,2.0
48060,0.0,-1.0,-1.0
1371892,1.0,1.0,0.0
330060,-1.0,0.0,0.0
1797194,-1.0,-2.0,-1.0
578654,2.0,1.0,0.0
2362348,0.0,2.0,1.0
1541926,1.0,1.0,3.0
3408071,-4.0,-3.0,-3.0
1610364,6.0,2.0,3.0
2164428,0.0,6.0,2.0
2423076,0.0,0.0,6.0
2203571,-1.0,-1.0,-1.0
791871,-1.0,-2.0,-2.0
114843,-3.0,-4.0,-5.0
1079841,0.0,-3.0,-4.0
567958,4.0,4.0,1.0
2827648,-5.0,-1.0,-1.0
823229,0.0,-5.0,-1.0
3323061,6.0,6.0,1.0
3298007,-3.0,3.0,3.0
3213340,4.0,1.0,7.0
2438880,-2.0,2.0,-1.0
2134205,3.0,1.0,5.0
1949529,-5.0,-2.0,-4.0
2384207,3.0,-2.0,1.0
47379,-6.0,-3.0,-8.0
2435690,,,
1944649,-8.0,,
2455666,9.0,1.0,
56379,6.0,15.0,7.0
1935665,0.0,6.0,15.0
2714867,-4.0,-4.0,2.0
2004710,0.0,-4.0,-4.0
578102,0.0,0.0,-4.0
2480828,-1.0,-1.0,-1.0
3038697,-1.0,-2.0,-2.0
114167,0.0,-1.0,-2.0
1422334,-6.0,-6.0,-7.0
1914603,6.0,0.0,0.0
1149464,-5.0,1.0,-5.0
3323032,3.0,-2.0,4.0
270879,-2.0,1.0,-4.0
481652,9.0,7.0,10.0
1517499,-3.0,6.0,4.0
1309825,-6.0,-9.0,0.0
1677732,6.0,0.0,-3.0
1610089,5.0,11.0,5.0
1361671,-15.0,-10.0,-4.0
3004340,14.0,-1.0,4.0
2544789,-10.0,4.0,-11.0
2594400,10.0,0.0,14.0
1478195,1.0,11.0,1.0
2260363,-9.0,-8.0,2.0
3383127,4.0,-5.0,-4.0
843802,1.0,5.0,-4.0
3297542,-3.0,-2.0,2.0
2614320,0.0,-3.0,-2.0
3021852,-4.0,-4.0,-7.0
2667542,12.0,8.0,8.0
1250042,-6.0,6.0,2.0
771037,1.0,-5.0,7.0
703598,3.0,4.0,-2.0
1256341,-8.0,-5.0,-4.0
1319061,-7.0,-15.0,-12.0
29631,13.0,6.0,-2.0
3115812,-6.0,7.0,0.0
1949140,1.0,-5.0,8.0
3049273,5.0,6.0,0.0
3031648,4.0,9.0,10.0
608766,-8.0,-4.0,1.0
1798982,2.0,-6.0,-2.0
2639430,,,
226543,-13.0,,
1639794,9.0,-4.0,
1158134,2.0,11.0,-2.0
2764808,1.0,3.0,12.0
2392330,-2.0,-1.0,1.0
3390733,-4.0,-6.0,-5.0
2847151,8.0,4.0,2.0
3286822,-6.0,2.0,-2.0
1660351,-1.0,-7.0,1.0
195194,10.0,9.0,3.0
2247420,1.0,11.0,10.0
1266552,-11.0,-10.0,0.0
3106921,5.0,-6.0,-5.0
1203922,-7.0,-2.0,-13.0
1713006,11.0,4.0,9.0
654005,-7.0,4.0,-3.0
3395545,1.0,-6.0,5.0
3367956,-1.0,0.0,-7.0
1213251,0.0,-1.0,0.0
2058593,-2.0,-2.0,-3.0
1790303,6.0,4.0,4.0
1636447,-6.0,0.0,-2.0
3106893,0.0,-6.0,0.0
1220114,2.0,2.0,-4.0
1334657,,,
3119151,-11.0,,
800912,3.0,-8.0,
121990,8.0,11.0,0.0
2893634,-8.0,0.0,3.0
2615119,,,
2451338,4.0,,
1731716,-4.0,0.0,
1420402,4.0,0.0,4.0
522693,-4.0,0.0,-4.0
472743,2.0,-2.0,2.0
298251,-1.0,1.0,-3.0
1403926,-1.0,-2.0,0.0
80627,4.0,3.0,2.0
2651487,-4.0,0.0,-1.0
2529833,-2.0,-6.0,-2.0
3344515,7.0,5.0,1.0
1144225,0.0,7.0,5.0
145323,4.0,4.0,11.0
1673780,-17.0,-13.0,-13.0
3259223,7.0,-10.0,-6.0
1129071,2.0,9.0,-8.0
2238104,2.0,4.0,11.0
2426553,-3.0,-1.0,1.0
797944,6.0,3.0,5.0
461645,4.0,10.0,7.0
2224969,-10.0,-6.0,0.0
2261207,6.0,-4.0,0.0
